"Original Text","Initial","Machine translation","Better translation","Best translation"
"\Eお弁当を差し入れてもらった…！
\c[7]休憩回数+1\c[0]","","\She brought me an E-lunch...!
\c[7]Number of breaks increased by 1\c[0]","\E\font[3]\f[18]\-[2]We got a lunchbox from Yukari-san...! 
\c[7]+1 rest attempt\c[0]!",""
"宝箱","","","",""
"\Eモンスターが現れた！","","\E monsters appeared!","\E\font[3]\f[18]\-[2]Monster has appeared!",""
"強い日差し","","","",""
"\E強い日差しに体力を奪われる…。","","\E The strong sunlight robbed me of my stamina...","\E\font[3]\f[18]\-[2]The intense sunlight is draining our energy...",""
"SE/button24.mp3","","","",""
"\E喉が渇いてしまった…。","","\E, I'm thirsty...","\E\font[3]\f[18]\-[2]We're getting thirsty...",""
"おしっこ","","","",""
"\Eカナが催した。","","\E-Kana held it.","\E\font[3]\f[18]\-[2]Kana couldn't hold it in.",""
"\Eユイが催した。","","\E-Yui held it.","\E\font[3]\f[18]\-[2]Yui couldn't hold it in.",""
"足場が悪い…","","","",""
"\Eこの先は足場が悪そうだ…。","","\E It looks like the footing is bad up ahead...","\E\font[3]\f[18]\-[2]The path ahead seems treacherous...",""
"\E難所を抜けるまで休憩出来なさそうだ…。","","\Looks like I won't be able to rest until we get through the E difficulty point...","\E\font[3]\f[18]\-[2]It seems unlikely that we'll be able to rest until 
we make it through this challenging part...",""
"ムズムズ","","","",""
"\Eなんだかお尻がムズムズする…。","","\E For some reason, my butt feels itchy...","\E\font[3]\f[18]\-[2]My butt feels itchy for some reason...",""
"メタル","","","",""
"\Eうおっ！メタルだ！！！！！","","\EWhoa! It's metal!!!!","\E\font[3]\f[18]\-[2]Whoa! It's metal!!!!",""
"\E…倒した！","","\E ... Defeated!","\E\font[3]\f[18]\-[2]...We defeated it!",""
"SE/[Effect]ZAZAZAZA_panop.ogg","","","",""
"\E…が逃げられた。","","\E... got away.","\E\font[3]\f[18]\-[2]...It got away.",""
"\Eグレムリンに食料を台無しにされた…。
\c[7]休憩回数-1\c[0]","","\E gremlins ruined our food supply...
\c[7]Number of breaks - 1\c[0]","\E\font[3]\f[18]\-[2]Gremlins ruined our food...
\c[7]-1 rest attempt\c[0]!",""
"ちかみち","","","",""
"\Eモンスターの集団だ！","","\A group of E monsters!","\E\font[3]\f[18]\-[2]It's a group of monsters!",""
"　一気に蹴散らす　","","　Kick them all away at once","\font[3]\f[17]Kick them all at once",""
"　各個撃破　","","　Defeat them individually","\font[3]\f[17]Take them one by one",""
"\E蹴散らせぇ！！","","\E Kick them away!!","\E\font[3]\f[18]\-[2]Kick them away!",""
"Picture/card0055.jpg","","","",""
"\E群れを一網打尽にした！","","\We took out the E- herd all at once!","\E\font[3]\f[18]\-[2]We took out the entire group at once!",""
"Picture/card0053.jpg","","","",""
"\E失敗した…。","","\E failed...","\E\font[3]\f[18]\-[2]We failed...",""
"終了へ","","","",""
"\E暴れ牛鳥が転がってくる！","","\E, the rampaging cow and bird are rolling around!","\E\font[3]\f[18]\-[2]A wild bullbird is tumbling towards us!",""
"立往生","","","",""
"襲われ","","","",""
"背負う","","","",""
"OFF","","","",""
"ON","","","",""
"実行イベント","","","",""
"イベント群","","","",""
"変動変数","","","",""
"乱数","","","",""
"回復の泉","","","",""
"グレムリン","","","",""
