"Original Text","Initial","Machine translation","Better translation","Best translation"
"\Eオウ……先ニ身体ガ参ッテシマイマシタカ。
マダ、マシーンノ調整ガ必要ナヨウデスネ…。","","\EOh... my body went ahead of me.
I still need to adjust the machine...","\E\font[3]\f[18]\-[2]Oh... Your body gave in already? 
Looks like the machine still needs some adjustments...",""
"\E…トレーニング終了、コレハ…素晴ラシイ数値デース…！
人類ハマダマダ強クナレマース！","","\E...Training complete, this...is an amazing result...!
Humans are still not strong enough!","\E\font[3]\f[18]\-[2]Training complete... This... is an amazing result...! 
Humanity can still become stronger!",""
"\Eオウ…ザンネンデース…。","","\EOh... I'm sorry...","\E\font[3]\f[18]\-[2]Oh... that's unfortunate...",""
"\E医者？は帰っていった。","","\EDoctor? They went home.","\E\font[3]\f[18]\-[2]The doctor(?) left the scene...",""
"行商人","","","",""
"\E行商人だ。","","\EI am a traveling merchant.","\E\font[3]\f[18]\-[2]I'm a traveling merchant.",""
"\Eお安くしておきますのでぜひ。","","\EWe will offer it at a discounted price, so please take advantage of it.","\E\font[3]\f[18]\-[2]I'm offering my products at a discounted price, so please have a look.",""
"雑貨トップ","","","",""
"\f[20]緑茶　　　　\f[12]2個100G (\v[90])","","\f[20]Green tea　　　　\f[12]2 pieces 100g (\v[90])","\font[3]\f[17]Green Tea \f[12]have(\v[90])\f[16]",""
"\f[20]コーヒー　　\f[12]2個100G (\v[91])","","\f[20]Coffee \f[12]2 pieces 100g (\v[91])","\font[3]\f[17]Coffee \f[12]have(\v[91])\f[16]",""
"\f[20]紅茶　　　　\f[12]2個200G (\v[92])","","\f[20]Black tea　　　　\f[12]2 pieces 200g (\v[92])","\font[3]\f[17]Black Tea \f[12]have(\v[92])\f[16]",""
"\f[20]お菓子　　　\f[12]2個100G (\v[273])","","\f[20]Sweets\f[12]2 pieces 100g (\v[273])","\font[3]\f[17]Sweets \f[12]have(\v[273])\f[16]",""
"\f[20]いらない","","\f[20]Not needed","\font[3]\f[17]Not neccessary",""
"\Eこれ以上買う必要はないみたいだ。","","\EIt seems there is no need to buy any more.","\E\font[3]\f[18]\-[2]",""
"\E緑茶を買うのか？　所持\v[90] 100G","","\EAre you buying green tea? Possessing\v[90] 100G","\E\font[3]\f[18]\-[2]Are you buying green tea? have(\v[90]) 100G",""
"\E…よし。
すいませーん、これ下さい。","","\E...Alright.
Excuse me, can I have this please.","\E\font[3]\f[18]\-[2]...Alright.
Excuse me, can I have this please.",""
"\Eありがとうございます。
では商品と…これ、試供品です。","","\EThank you very much.
Now, about the product... this is a sample.","\E\font[3]\f[18]\-[2]Thank you for your patronage.
So, here's the product... and this is a free sample.",""
"\Eエナジードリンクを手に入れた！","","\EGot an energy drink!","\E\font[3]\f[18]\-[2]I got an energy drink!",""
"行商終了","","","",""
"\Eまた今度にするか…。","","\EShall we do it next time...?","\E\font[3]\f[18]\-[2]I suppose maybe next time...",""
"\Eそんなお金はないみたいだ…。","","\ELooks like I don't have that kind of money...","\E\font[3]\f[18]\-[2]Looks like I don't have that kind of money...",""
"\Eコーヒーを買うのか？　所持\v[91] 100G","","\EAre you buying coffee? Possessing\v[91] 100G","\E\font[3]\f[18]\-[2]Are you buying coffee? have(\v[91]) 100G",""
"\E…じゃあこれを一つください。","","\E...Then, please give me one of these.","\E\font[3]\f[18]\-[2]...Then, please give me one of these.",""
"\E紅茶を買うのか？　所持\v[92] 200G","","\EAre you buying black tea? Possessing\v[92] 200G","\E\font[3]\f[18]\-[2]Are you buying black tea? have(\v[92]) 200G",""
"\Eお菓子を買うのか？　所持\v[273] 100G","","\EAre you buying snacks? Possessing\v[273] 100G","\E\font[3]\f[18]\-[2]Are you buying sweets? have(\v[273]) 100G",""
"\Eありがとうございました。
ではまたいずれ…。","","\EThank you very much.
Until we meet again...","\E\font[3]\f[18]\-[2]Thank you very much.
Until we meet again...",""
"\E行商人は去っていった。","","\EThe traveling merchant left.","\E\font[3]\f[18]\-[2]The traveling merchant left.",""
"お届けものです","","","",""
"\Eん、なんだ？こんな時間に……","","\EHmm, what's this? At this hour...","\E\font[3]\f[18]\-[2]Hmm, what could it be? This late at night...",""
"宅配員","","Delivery person","\font[3]\f[18]Courier",""
"\Eお届け物でーす。","","\EDelivery for you.","\E\font[3]\f[18]\-[2]You have a package.",""
"\E送り主は…親父か…。","","\EThe sender... is it my old man...?","\E\font[3]\f[18]\-[2]The sender is... my old man...",""
"\E……。","","\E......","\E\font[3]\f[18]\-[2]......",""
"妹","","Younger sister","\font[3]\f[18]Imouto",""
"\Eえっと…変なオブジェ。
植物の種、何かの骨…なにこれ。","","\EUm... a strange object.
Plant seeds, some kind of bone... what is this.","\E\font[3]\f[18]\-[2]Let's see... a weird object. 
Plant seeds, some kind of bone... What could this be?",""
"\Eよくわからないが冒険は順調なようだ…。","","\EI'm not sure, but it seems like the adventure is going smoothly...","\E\font[3]\f[18]\-[2]I'm not entirely sure, but it seems like his adventure is going smoothly...",""
"手紙","","","",""
"手紙が届いたぞ！","","","",""
"\Eはーい。","","\EYes.","\E\font[3]\f[18]\-[2]I'm coming.",""
"\Eお兄ちゃんお兄ちゃん。
お父さんから手紙が届いたよ！","","\EBig brother, big brother.
I received a letter from dad!","\E\font[3]\f[18]\-[2]Onii-chan, Onii-chan.
We received a letter from dad!",""
"\Eどれどれ…","","\ELet's see...","\E\font[3]\f[18]\-[2]Let's see...",""
"\E今は常夏の島で女性の尻を追いかけ回しているらしい…","","\EIt seems that now he is chasing after women's butts on a tropical island...","\E\font[3]\f[18]\-[2]It seems that now he is chasing after women's butts on a tropical island...",""
"\E南国の女性がいかに情熱的かつ積極的かを長文で綴っている。
後半はみみずが這ったような文字になっているな…","","\EA long passage describes how passionate and proactive women in the tropics are.
The second half is written in tiny, crawling characters...","\E\font[3]\f[18]\-[2]A long passage describes how passionate and assertive women from tropical regions are. 
The second half of the text seems to be written in squiggly, crawling-like characters...",""
"\Eこ、こいつ…","","\EThis...","\E\font[3]\f[18]\-[2]T-This guy...",""
"\Eまあ冒険？は順調なようだな…。","","\EWell, the adventure seems to be going smoothly...","\E\font[3]\f[18]\-[2]Well, his adventure(?) seems to be going smoothly...",""
"\Eつらつらと冒険の日々のことが綴られている…","","\EThe daily adventures are being written down...","\E\font[3]\f[18]\-[2]They are described in great detail...",""
"\E聞いたこともない国と人々との交流の事が書かれている…","","\EIt is written about the exchange with a country and people that I have never heard of...","\E\font[3]\f[18]\-[2]About the interactions with people from an unknown country...",""
"\E故郷と家族を懐かしむ内容だ…","","\EIt's a nostalgic content about hometown and family...","\E\font[3]\f[18]\-[2]About the longing for his hometown and family...",""
"\E冒険は順調なようだ…。","","\EThe adventure seems to be going smoothly...","\E\font[3]\f[18]\-[2]Yeah, it's going smoothly alright...",""
"\Eやる気が上がった。","","\EI feel motivated.","\E\font[3]\f[18]\-[2]I feel so motivated.",""
"ユイ","","Yui","\font[3]\f[18]Yui",""
"\Eこんばんわ。","","\EGood evening.","\E\font[3]\f[18]\-[2]Good evening.",""
"\Eあ、ユイどうしたん？","","\EAh, Yui, what's wrong?","\E\font[3]\f[18]\-[2]Ah, Yui, what's wrong?",""
"\Eふふ、あたし一応村のメディックですよ。
お怪我の具合はどうですか？","","\EHehe, I'm the village medic, for now.
How are your injuries?","\E\font[3]\f[18]\-[2]Hehe, I'm technically the village medic, you know. 
Anyway, how are your injuries?",""
"\Eお兄ちゃんはツバでもつけて放っておけばいいや
なんて言いかねないですからね。","","\EIt's not like I can say ""just put on a hat and leave it alone"" to my older brother.
","\E\font[3]\f[18]\-[2]You can't just say things like, 
'Just spit on it and leave it as it is,' Onii-chan.",""
"\E……","","\E……","\E\font[3]\f[18]\-[2]......",""
"\Eはい、これでよし。
お大事にしてくださいね。","","\EYes, that's it.
Take care of yourself.","\E\font[3]\f[18]\-[2]Okay, that should do it. 
Please take care of yourself.",""
"\E気のせいだった…。","","\EIt was just my imagination...","\E\font[3]\f[18]\-[2]It was just my imagination...",""
"乱数","","","",""
"乱数2","","","",""
"種","","","",""
