"Original Text","Initial","Machine translation","Better translation","Best translation"
"\Eおはようございます。
今日は晴れてよかったですね。","","\EGood morning.
It's nice that it's sunny today.","",""
"3","","3","",""
"カスミ","","Kasumi","",""
"\Eお、おはようございます。","","\EOh, good morning.","",""
"\Eおはようございます。
今日はよろしくお願いします。","","\EGood morning.
Nice to meet you today.","",""
"\Eさて、これでみんな揃ったわねー。","","\EWell, now everyone is gathered, right?","",""
"\Eじゃあ…さっそく行きましょうか！
しゅっぱーつ！","","\EWell then... let's go right away! 
Departure!","",""
"みんな","","Everyone","",""
"\E「「「おーっ」」」","","\E""Ooh!""","",""
"cg/bg_25_road_a.jpg","","","",""
"cg/bg_13_road_a.jpg","","","",""
"\E今日はお休みだよおにいちゃん！
なにする？どっかいく？","","\EToday is your day off, big brother! 
What do you want to do? Shall we go somewhere?","",""
"\Eあたしとデートする？
ね、おにいちゃん！おにいちゃん！","","\EDo you want to go on a date with me?
Hey, big brother! Big brother!","",""
"休日朝のやり取り","","","",""
"BGM/Be_yourself.ogg","","","",""
"妹の早朝対応（平日）","","","",""
"平日通常処理","","","",""
"\Eじゃあそろそろ出よっか、お兄ちゃん。","","\EAlright, let's get going soon, big brother.","",""
"合宿期間です","","","",""
"\Eついたー！","","\ETweeted!","",""
"\Eおはようございまーす！","","\EGood morning!","",""
"\Eはい、お兄ちゃんのお弁当だよ。","","\EYes, it's your brother's bento.","",""
"朝の出勤？会話","","","",""
"\E…あたしもう行くね。","","\E...I'm leaving now too.","",""
"\E……。","","\E......","",""
"\E…うーん、取り付く島もなく出て行ってしまった…。","","\E...Hmm, they left without any island to cling onto...","",""
"\E…俺も準備して出るか。","","\E...I guess I'll get ready and head out too.","",""
"\Eぐおお…今日は朝からもう日差しがキツイな…！","","\EGoo... The sunlight is already intense since morning today...!","",""
"\Eうへー暑い一日になりそうだねー","","\EIt's going to be a hot day, huh.","",""
"\Eあたしはこっちだから行くね。
お兄ちゃんもがんばってね。","","\EI'll go since I'm over here. 
Big brother, do your best too.","",""
"\E行ってきます！","","\EI'll be back!","",""
"\Eじゃあ行ってくるね。","","\EAlright, I'm off then.","",""
"\Eいってきまーす、おにいちゃん。","","\EI'm off, big brother.","",""
"\E…うーん、慌ただしく出ていったな。","","\E...Hmm, they left in a hurry.","",""
"\Eさて、俺もギルドまで行くか。","","\EWell, I guess I'll go to the guild too.","",""
"\Eじゃあ先いくね。","","\EAlright, I'll go ahead then.","",""
"\Eいってきます。","","\EI'm going out.","",""
"\E…うーん、そっけなく出て行ってしまった…。","","\E...Hmm, they left so coldly...","",""
"BGM/Migratory_Birds.ogg","","","",""
"\Eあ、おはようございます。","","\EOh, good morning.","",""
"　おはよう。　","","　Good morning.","",""
"\Eお兄ちゃんおはよー。","","\EGood morning, big brother.","",""
"　おう、おはよう。　","","　Oh, good morning.","",""
"\Eこうして日が昇るとメンバーとギルドハウスで合流するぞ。
今日はなにかいい依頼があればいいんだけど…","","\EWhen the sun rises, we will gather with the members at the guild house.
I hope there's a good request today...","",""
"SE/door-close2.mp3","","","",""
"cg/bg_07_guild_a.jpg","","","",""
"\Eユカリさん、おはようございます。
今日はなにか依頼入ってますか？","","\EGood morning, Yukari.
Do we have any requests today?","",""
"Picture/talk_ef01.png","","","",""
"\Eあ、お兄ちゃんおはようー。
やったわね！今日は思う存分トレーニングに励めるわよー","","\EOh, good morning, big brother.
Yay! Today, I can fully devote myself to training.","",""
"\E…と、まあ依頼がない日のほうが多い。
ユカリさんはそんなに気にもとめていないようだが…","","\E... Well, there are more days without any requests.
Yukari doesn't seem to mind that much...","",""
"cg/bg_07_guild_f.jpg","","","",""
"Picture/talk_ef02.png","","","",""
"\Eねえマスター、やっぱり街の方にも募集出そうよー。","","\EHey Master, let's also recruit in the town after all.","",""
"cg/bg_07_guild_e.jpg","","","",""
"\Eんー…まだあなた達には早いかしらねー
はやる新米をたしなめるのも代表の努めなのよ。","","\EHmm... I wonder if it's still too early for you all.
It's also the duty of a leader to reprimand eager newcomers.","",""
"cg/bg_07_guild_d.jpg","","","",""
"\E…いつもこんな調子だ。
オレたちが半人前なのは確かなんだけど…。","","\E...It's always like this.
It's true that we're only half-baked...","",""
"\Eこのままユカリさんのエルフペースに合わせてたら
冒険を始める前に老人になってしまうような気がする…。","","\EIf I continue to follow Yukari-san's elf pace like this, 
I feel like I'll become an old man before starting the adventure...","",""
"\Eじゃ、みんな今日もきたる冒険の日に備えてがんばってね。","","\EWell, everyone, let's do our best today to prepare for the upcoming day of adventure.","",""
"セーブアイコン107","","","",""
"Picture/sub_button01.png","","","",""
"お知らせアイコン108","","","",""
"Picture/sub_button02.png","","","",""
"アイテムアイコン109","","","",""
"Picture/sub_button03.png","","","",""
"ステータスアイコン110","","","",""
"Picture/sub_button04.png","","","",""
"眠れなかった","","","",""
"一時変数","","","",""
"処女喪失シーン","","","",""
"処女喪失見た","","","",""
"初日イベント","","","",""
