"Original Text","Initial","Machine translation","Better translation","Best translation"
"\Eもー……お返しだよ！えいっ","\E-Geez... This is payback!","","\E\font[3]\f[18]\-[2]I see... then this will be my payback! Take this!",""
"\E妹とくすぐりあいをしたぞ。","\I tickled my E-sister.","","\E\font[3]\f[18]\-[2]We tickled each other.",""
"\Eやめてよ！もう…！","\E, stop it! Geez...","","\E\font[3]\f[18]\-[2]That's enough already! Geez..!",""
"\E激しく嫌がられた…。","\She hates me so much...","","\E\font[3]\f[18]\-[2]She hated that so much...",""
"\Eい、いや…。","\E N-No...","","\E\font[3]\f[18]\-[2]Do, don't touch me...",""
"\E素でかなり嫌がられてしまった…。","\She hates me because I'm an E...","","\E\font[3]\f[18]\-[2]Great, she totally hates me...",""
"\E…今はやめておいた方がいいと思うぜ。","\E... I don't think we should do that right now.","","\E\font[3]\f[18]\-[2]I shouldn't be doing that right now...",""
"抜いて欲しい","","","\font[3]\f[17]Ask her to undress",""
"下着を見せて","","","\font[3]\f[17]Let me see your underwear",""
"裸を見せて","","","\font[3]\f[17]Let me see your naked body",""
"\cself[5]","","","\font[3]\f[17]\cself[5]",""
"おちんちんびろーん","","","\font[3]\f[17]Get dick out",""
"\Eなあ…。","","","\E\font[3]\f[18]\-[2]Hey...",""
"\Eえ？……いいけど…。","","","\E\font[3]\f[18]\-[2]Huh?... Well, I don't mind...",""
"\E…はい、お兄ちゃん。","","","\E\font[3]\f[18]\-[2]...Look, Onii-chan.",""
"\E…これでいい？","","","\E\font[3]\f[18]\-[2]...Is this okay?",""
"\E妹に下着を見せてもらった…。","","","\E\font[3]\f[18]\-[2]She showed me her underwear...",""
"\Eえ…お兄ちゃんなに言ってるの…。","","","\E\font[3]\f[18]\-[2]Huh... Onii-chan, what are you saying?",""
"\E妹に引かれてしまった…。","","","\E\font[3]\f[18]\-[2]I ended up embarrassing myself in front her...",""
"\Eもう…仕方ないなあ…。","","","\E\font[3]\f[18]\-[2]Geez... I suppose there's no helping it...",""
"\E…はだか、見るだけ？","","","\E\font[3]\f[18]\-[2]...Are you just going to look?",""
"\E…妹のはだかなんか見て面白いの？","","","\E\font[3]\f[18]\-[2]...Is it fun to see your sister's naked body?",""
"\E妹に裸を見せてもらった…。","","","\E\font[3]\f[18]\-[2]She showed me her naked body...",""
"\E未実装です。","","","\E\font[3]\f[18]\-[2]It's not yet implemented.",""
"\Eびろろろろーん！","","","\E\font[3]\f[18]\-[2]Look at this!",""
"\Eお兄ちゃん…昔はカッコよかったのにね…。","","","\E\font[3]\f[18]\-[2]Onii-chan... You used to be so cool back then...",""
"\Eお兄ちゃん、それあまりやんない方がいいよ…。","","","\E\font[3]\f[18]\-[2]Onii-chan, it's better not to do that too much...",""
"\Eもう…いい加減にして！","","","\E\font[3]\f[18]\-[2]Stop... cut it out already!",""
"深夜パート失敗ルートへ","","","",""
"cg/blackscreen.jpg","","","",""
"妹爆発","","","",""
"\E…もうっ！！
…お兄ちゃんの……おにいちゃんの…","","","\E\font[3]\f[18]\-[2]...I can't take this anymore!!
 ...Onii-chan... you... you...",""
"\E\f[32]馬鹿ーーーっ！！！！","","","\E\font[3]\f[32]\-[2]Stupid!! Idiot!! Jerk!!",""
"cg/explosion01.jpg","","","",""
"SE/small_explosion1.mp3","","","",""
"cg/explosion02.jpg","","","",""
"cg/explosion03.jpg","","","",""
"cg/explosion04.jpg","","","",""
"cg/explosion05.jpg","","","",""
"cg/explosion06.jpg","","","",""
"cg/explosion07.jpg","","","",""
"cg/explosion08.jpg","","","",""
"cg/explosion09.jpg","","","",""
"cg/explosion10.jpg","","","",""
"cg/explosion11.jpg","","","",""
"cg/explosion12.jpg","","","",""
"cg/explosion13.jpg","","","",""
"\E─閃光と轟音。","","","\E\font[3]\f[18]\-[2]—Blinding flash and thunderous roar.",""
"\E刹那に叩きつけられた衝撃波。
何かの砕ける音、割れる窓、吹き飛ぶ壁。","","","\E\font[3]\f[18]\-[2]In an instant, a shockwave struck me—a resounding crack of breaking objects, 
the shattering of windows, and the crumbling of walls.",""
"\E横なぎに倒れる木々、吹き飛んだ家…だったもの。
見えるはずのない星空、感じるはずのない夜の風─","","","\E\font[3]\f[18]\-[2]Trees tumbling sideways, houses blown away—things that were once there. 
An unexpectedly visible starry sky, a night breeze that defies expectation...",""
"\E何が起こったのか？
それらの知覚をついに理解することは叶わなかった。","","","\E\font[3]\f[18]\-[2]What happened? 
You could never fully grasp the meaning behind those perceptions.",""
"\Eここはただ音もなく、光もなく、何も感じない世界。
即ち無であり永遠であり終着点。","","","\E\font[3]\f[18]\-[2]This is a world devoid of sound, light, and sensation—a realm of nothingness, 
eternity, and ultimate destination.",""
"\E─ざんねん！
あなたの冒険はここで終わってしまった！","","","\E\font[3]\f[18]\-[2]What a pity! 
Your adventure has come to an end here!",""
"\E<C>BADEND
～妹爆発～","","","\E\font[3]\f[18]\-[2]<C>BAD END 
~Sister Explosion~",""
"hint","","","\font[3]\f[18]hint",""
"\E機嫌の悪い時におちんちんびろーんしてはいけません。
容量用法を守ってただしくびろーんしましょう。","","","\E\font[3]\f[18]\-[2]You shouldn't cause mischief when she's in a bad mood. 
Please treat your sister better; you have failed as an Onii-chan.",""
"キャンセル判定","","","",""
"乱数","","","",""
