"Original Text","Initial","Machine translation","Better translation","Best translation"
"\Eこの薄さでこのお値段、だがこれはいいものだ…。
買おうかな？　所持\v[277] 500G","","\EThis thinness at this price, but this is a good thing...
Should I buy it? Possessing\v[277] 500G","",""
"\Eスキル、反撃の狼煙のヒントを得ることができる技法書だ。
（発動時に反撃率25％UP）","","\EThis is a technique book that allows you to obtain hints for the skill ""Wolf's Signal of Counterattack"".
 (Increases counterattack rate by 25% when activated)","",""
"\E3000Gだが…買うのか？","","\EIt's 3000G... Are you going to buy it?","",""
"\Eスキル\c[1]反撃の狼煙\c[0]のヒントを得た！","","\EObtained a hint\c[1]for the skill\c[0]""Wolf's Retaliation!""","",""
"\Eそうだな、よく考えよう…。","","\EWell, let's think about it carefully...","",""
"\Eスキル、超集中のヒントを得ることができる技法書だ。
（発動時に会心率25％UP）","","\EIt is a technique book that allows you to obtain hints for the skill, Super Concentration.
 (Increases critical hit rate by 25% when activated)","",""
"\Eスキル\c[1]超集中\c[0]のヒントを得た！","","\EObtained the hint of \c[1]Super Concentration \c[0]Skill!","",""
"\Eスキル、堅固のヒントを得ることができる技法書だ。
（発動時にガード率25％UP）","","\EIt is a technique book that allows you to obtain hints for the skill ""Sturdy"".
 (Increases guard rate by 25% when activated)","",""
"\Eスキル\c[1]堅固\c[0]のヒントを得た！","","\EObtained the hint of \c[1]Sturdy \c[0]Skill!","",""
"\Eスキル、渾身のヒントを得ることができる技法書だ。
（会心ダメージ25％UP）","","\EIt is a technique book that allows you to obtain valuable hints about skills.
 (Critical damage increased by 25%)","",""
"\Eスキル\c[1]渾身\c[0]のヒントを得た！","","\EObtained\c[1]a hint\c[0]with all my might!","",""
"\Eスキル、先手必勝のヒントを得ることができる技法書だ。
（発動時1ターン目の攻撃力50％UP）","","\EIt is a technique book that allows you to obtain hints for skills and gaining the advantage of going first. 
(Increases attack power by 50% on the first turn of activation)","",""
"\Eスキル\c[1]先手必勝\c[0]のヒントを得た！","","\EObtained the hint of \c[1]Skill \c[0]First Move Victory!","",""
"\f[20]冒険の書　　　\f[12]    300G (\v[275])","","\f[20]Adventure Book\f[12]    300G (\v[275])","",""
"\f[20]えっちな本　　\f[12]    500G (\v[276])","","\f[20]Erotic book\f[12]    500G (\v[276])","",""
"\f[20]薄いブック　　\f[12]    800G (\v[277])","","\f[20]Thin book \f[12] 800G (\v[277])","",""
"\E人気の冒険活劇小説だ…稀に内容が消えてしまう魔法の書だぞ。
買おうかな？　所持\v[275] 300G","","\EIt's a popular adventure novel... It's a magical book that occasionally makes its contents disappear.
Should I buy it? I have\v[275] 300G.","",""
"\E言わずと知れたむふふなブックだ。
買おうかな？　所持\v[276] 500G","","\EIt's a well-known, mischievous book.
Should I buy it? I have\v[276] 500G.","",""
"\Eこの薄さでこのお値段、だがこれはいいものだ…。
買おうかな？　所持\v[277] 800G","","\EThis thinness at this price, but this is a good thing...
Should I buy it? Possessing\v[277] 800G","",""
"\E4000Gだが…買うのか？","","\EIt's 4000G... Are you going to buy it?","",""
"\Eいらっしゃい。","","\EWelcome.","",""
"怪しい店トップ","","","",""
"\f[20]バイブ　　　　\f[12]  4000G (\v[286])","","\f[20]Vibe　　　　　\f[12]  4000G (\v[286])","",""
"\f[20]媚薬　　　　　\f[12]  2000G (\v[95])","","\f[20]Aphrodisiac\f[12] 2000G (\v[95])","",""
"\f[20]アナルバイブ　\f[12] 10000G (\v[287])","","\f[20]Anal Vibrator \f[12] 10,000G (\v[287])","",""
"\f[20]精力剤　　　　\f[12]   400G (\v[94])","","\f[20]Energy drink　　　　\f[12]   400G (\v[94])","",""
"\f[20]アフターピル　\f[12]  1000G (\v[96])","","\f[20]After Pill\f[12] 1000G (\v[96])","",""
"\f[20]ローター　　　\f[12]  2000G (\v[285])","","\f[20]Rotor\f[12] 2000G (\v[285])","",""
"\Eこれ以上は必要ないな…。","","\EI don't need anything more than this...","",""
"\Eムラムラときてバッキバキになるやつだな。
精力剤を買うのか？　所持\v[94] 400G","","\EIt's the kind that gets you all excited and pumped up.
Are you buying stamina supplements? Possessing\v[94] 400G","",""
"\E…よし、すいませーん。","","\E...Alright, excuse me.","",""
"\Eへへっまいど。","","\EHehe, hello.","",""
"\E媚薬か…本当に効果があるのかな…？
媚薬を買うのか？　所持\v[95] 2000G","","\EA love potion... I wonder if it really works...?
Are you buying a love potion? Possessing\v[95] 2000G","",""
"\Eまいどあり。","","\EThank you for your continued support.","",""
"\E使う予定があるのか…？
アフターピルを買うのか？　所持\v[96] 1000G","","\EDo you have any plans to use it...? 
Are you going to buy the morning-after pill? Possessing \v[96]1000G","",""
"\Eこれはもう持っているな…。","","\EI already have this...","",""
"\E振動石が埋め込まれたマジカルローターだ。
マジカルローターを買うのか？　所持\v[285] 2000G","","\EIt's a Magical Rotor embedded with a vibration stone.
Are you buying the Magical Rotor? Possessing\v[285] 2000G","",""
"\Eこれはなかなかにエグイ形をしているな…。
マジカルバイブを買うのか？　所持\v[286] 4000G","","\EThis has quite a unique shape...
Are you going to buy the Magical Vibe? Possessing\v[286] 4000G","",""
"\E柔らかな素材で作られたアナル用のバイブだ。
アナルバイブを買うのか？　所持\v[287] 10000G","","\EIt's a vibrator for anal use made of soft material.
Are you buying an anal vibrator? Possessing\v[287] 10000G","",""
"\Eまいど。","","\EHello.","",""
"\Eお腹も空いたしなにか食べようかな…？","","\EI'm getting hungry, so what should I eat...?","",""
"\f[20]はい　　\f[12]200G","","\f[20]Yes \f[12]200G","",""
"\f[20]いいえ","","\f[20]No","",""
"\Eむむ…そんな余裕はなさそうだな…。","","\EHmm... It doesn't seem like there's any room for relaxation...","",""
"\Eよーし、なんかそのへんで適当にお昼にしようか。","","\EAlright, let's just have lunch around here casually.","",""
"\Eうん！","","\EYeah!","",""
"cg/event43_01.jpg","","","",""
"\E妹と食べ歩きながら街をぶらぶらしたぞ。","","\EI wandered around the city while eating out with my little sister.","",""
"\Eいや、先に買い物を済まそうかな。","","\ENo, let's go shopping first.","",""
"\Eじゃあそろそろ家に帰ろうか。","","\EWell, it's about time to go home.","",""
"\Eうん！
今日はありがとう！おにいちゃん。","","\EYes! 
Thank you for today, big brother.","",""
"1.4.0/v144_cg4_1.jpg","","","",""
"\E二人でお出かけを楽しんだ。","","\EWe enjoyed going out together.","",""
"文字1","","","",""
"文字2","","","",""
"文字3","","","",""
"文字4","","","",""
"文字5","","","",""
"食べ歩き","","","",""
"薄いブックを買った","","","",""
"乱数","","","",""
"カスミ初回","","","",""
"タウン初回","","","",""
"コミマDAY","","","",""
"開催回数","","","",""
"コミマ期間","","","",""
