"Original Text","Initial","Machine translation","Better translation","Best translation"
"当面の危機を新メニュー作戦で乗り越えたお兄ちゃんは","","The big brother who overcame the current crisis with a new menu strategy is","",""
"合併の危機を乗り越えるため新メニュー開発に取り組む中","","In order to overcome the crisis of merger, we are working on developing new menus.","",""
"入浴姿や","","Bathing posture and","",""
"風呂や","","Bath and","",""
"妹の協力を得て","","With the cooperation of my younger sister","",""
"排泄姿までも","","Even the posture of excretion","",""
"トイレまで","","To the toilet.","",""
"下着姿も","","Wearing underwear","",""
"どうにか","","Somehow","",""
"培った技術を駆使し","","Using the skills I have cultivated","",""
"時々失敗もしながら","","Sometimes, even while failing.","",""
"堪能する。","","To enjoy to the fullest.","",""
"楽しんだ。","","Enjoyed it.","",""
"取り組んだ。","","Tackled it.","",""
"\c[15]\f[14]\cself[7]\cself[5]\cself[6]\cself[8]","","\c[15]\f[14]\cself[7]\cself[5]\cself[6]\cself[8]","",""
"新メンバーのカスミも加えいよいよ大会優勝を目指す中で","","New member Kasumi also joins, and as we aim for the tournament victory, we finally","",""
"障害を乗り越えいよいよ本格的に大会優勝を目指す中で","","Overcoming obstacles, as we aim for the championship, we are now entering a full-fledged competition.","",""
"街でカスミという少女が暴漢に襲われている所を助けたり","","Helped a girl named Kasumi who was being attacked by a thug on the street.","",""
"ギルド存続のために大会の優勝を目指す事になる中で","","In the midst of aiming for victory in the tournament for the survival of the guild","",""
"妹と二人で過ごす毎日は贅沢な暮らしではないものの","","Spending every day with my little sister is not a luxurious life, but","",""
"ギルド存続を掛け大会優勝を目指し予選を勝ち抜く中で","","In the midst of winning the qualifiers, aiming for victory in the tournament to ensure the guild's survival.","",""
"以前敗北を喫したあの美食倶楽部との対決を控えた中で","","In the midst of preparing for a showdown with that gourmet club that we were previously defeated by","",""
"強敵マッシブブラザーズとの交流戦を経て気持ちを新たに","","After the exchange battle with the formidable Massive Brothers, I feel refreshed.","",""
"ついに始まる本戦、ギルドの存続を掛けた戦いが始まる中","","Finally, the main tournament begins, amidst the battle for the survival of the guild.","",""
"あっという間だった5日間の強化合宿も終え我が家に戻り","","The intense 5-day training camp, which felt like it went by in an instant, has come to an end and I have returned home.","",""
"お兄ちゃん達は戦力を高めるため強化合宿を計画する","","I and the others are planning a training camp to enhance our combat abilities.","",""
"黒い霧、謎の影、街を襲った突然の怪異の中でも","","Black mist, mysterious shadows, amidst the sudden strangeness that attacked the town.","",""
"決勝は因縁あるアカツキだ、負けるわけにはいかないと","","The final match is against the formidable Akatsuki, I can't afford to lose.","",""
"夜毎に","","Every night","",""
"夜な夜な","","Night after night","",""
"日々","","Every day","",""
"妹と快楽を貪り","","Indulging in pleasure with my younger sister","",""
"身体を重ね","","Merge our bodies","",""
"未熟ながらも","","Despite being inexperienced","",""
"アナルも堪能する","","I also enjoy anal.","",""
"尻穴まで開発する","","Developing all the way to the asshole.","",""
"いつもどおりの","","As usual","",""
"充実した妹生活だ。","","A fulfilling life with my little sister.","",""
"充実した毎日だ。","","It's a fulfilling everyday life.","",""
"欲に塗れた毎日だ。","","Every day is tainted with desire.","",""
"毎日だ。","","Every day.","",""
"\c[15]\f[14]\cself[5]\cself[6]\cself[7]\cself[8]","","\c[15]\f[14]\cself[5]\cself[6]\cself[7]\cself[8]","",""
"覗き合算","","","",""
