"Original Text","Initial","Machine translation","Better translation","Best translation"
"\E何人もの癒術師を雇って何日も儀式をすれば…
王族貴族でもなければその線は諦めた方がいいわね。","","\EIf you hire multiple healers and perform rituals for several days...
It's better to give up if you're not a member of the royal or noble family.","",""
"\Eそんな…。","","\EOh no...","",""
"\Eそこでやり方を変えるの。","","\ESo let's change the way we do it.","",""
"\Eやり方…？","","\EHow...?","",""
"\Eこの魔石を身に着けるのよ。
出ていくものは仕方ないから配給量を増やすってワケ！","","\EWear this magic stone.
Since we can't help those who leave, we'll increase the distribution amount!","",""
"\Eこの特製の魔石なんと今ならたった3000G！はいお買い得。","","\EThis special magic stone is now only 3000G! Yes, it's a great deal.","",""
"\Eまあまあ、そんな顔をしない。","","\EWell, don't make that kind of face.","",""
"\E身体が弱ったら栄養の付くものを食べたりするでしょ？
これもそれと同じこと。","","\EWhen your body weakens, you eat things that are nutritious, right?
This is also the same thing.","",""
"\E私も商売だからそりゃあお金は取る。
生きていくためにお金は必要な物だからね。","","\ESince I'm also in business, of course I charge money.
Money is necessary to live, you know.","",""
"\Eそしてこの子にはこの魔石が、生きていくために、必要。
嘘は言ってないよ。","","\EAnd this child needs this magic stone to survive.
I'm not lying.","",""
"\E結局、当時なけなしのお金をはたいて買ったその魔石は
今も大事に妹が持ち歩いている。","","\EIn the end, the magic stone that was bought with every last bit of money at that time is still being carefully carried around by my sister.
","",""
"cg/bg_25_road_a.jpg","","","",""
"\f[24]\E村外れ","","\f[24]\EVillage outskirts","",""
"\Eようやく街道か。","","\EFinally, the main road.","",""
"\E結構来たねー、お兄ちゃん。","","\EYou've come a long way, big brother.","",""
"\Eしかしまだ先は長いからな…大丈夫か？","","\EBut there's still a long way to go... Are you okay?","",""
"\Eうん。","","\EYeah.","",""
"\E…妹は身体が弱い。
少し外を歩いただけで熱を出し寝込むこともしばしばだ。","","\E...My sister has a weak body.
She often gets a fever and falls ill just from taking a short walk outside.","",""
"\E冒険者の親父は旅先で怪しげな薬品や滋養にいいらしい薬草、
果てには護符の類まで何か見つけては送り付けてくる。","","\EThe adventurer's father sends back suspicious medicines, supposedly good for nourishment, and even talismans that he finds during his travels. 
","",""
"\Eその甲斐があったのかどうか、怪しげな護符がよかったのか、
とりあえず昔よりは少しはマシにはなった。","","\EWhether it was worth it or not, whether it was thanks to the suspicious amulet, 
at least it has improved a little compared to before.","",""
"\Eそれでもやっぱり妹は身体が弱い。
馬車を使わず村を出るなんて夢のまた夢─","","\EStill, my little sister is weak.
Leaving the village without using a carriage is just a pipe dream─","",""
"\E…だからこそ俺達は冒険に憧れ、
この広い世界を旅したいと強く願う。","","\E...That's why we long for adventure, 
and strongly desire to travel this vast world.","",""
"メニュー2","","","",""
"大冒険用の画面レイアウトを作ります","","","",""
"\c[2]\E\f[14]●渇き\c[0]\f[12]（行動消費+1）","","\c[2]\E\f[14]●Thirst\c[0]\f[12](Action cost +1)","\E\c[2]\f[14]\-[2]●\font[3]Thirsty\c[0]\f[12](Stamina Uses +1)",""
"\c[2]\E\f[14]●難所\c[0]\f[12]（休憩不能区間）","","\c[2]\E\f[14]●Difficult Area\c[0]\f[12](No Rest Zone)","\E\c[2]\f[14]\-[2]●\font[3]Difficult Terrain\c[0]\f[12](Resting Disabled)",""
"\E\f[16]\v[335]/100","","\E\f[16]\v[335]/100","\E\font[3]\f[16]\-[2]\v[335]/100",""
"\E\f[16]\c[9]●●●","","","",""
"\E\f[16]\c[9]●●\c[0]○","","","",""
"\E\f[16]\c[9]●\c[0]○○","","","",""
"\E\f[16]○○○","","","",""
"\E\f[16]\v[337]/10","","","\E\font[3]\f[16]\-[2]\v[337]/10",""
"\c[14]休む\c[0]","","\c[14]Rest\c[0]","\font[3]\f[17]\c[14]Rest\c[0]",""
"休む","","Take a break.","\font[3]\f[17]Rest",""
"進む","","Move forward.","\font[3]\f[17]Advance",""
"背負う","","Carrying on one's back","\font[3]\f[17]Carry sister",""
"\cself[5]","","\cself[5]","\font[3]\f[17]\cself[5]",""
"\Eだいじょうぶか？","","\EAre you okay?","\E\font[3]\f[18]\-[2]Are you alright?",""
"\Eうん、へいきだよ。","","\EYeah, I'm okay.","\E\font[3]\f[18]\-[2]Yeah, I'm fine.",""
"\Eほら、お兄ちゃんがおぶってあげるから無理すんな。","","\EHey, I'll give you a piggyback ride, so don't push yourself.","\E\font[3]\f[18]\-[2]Hey, look, I'll carry you on my back, so don't force yourself.",""
"\Eん、ありがとうお兄ちゃん。","","\EHmm, thank you big brother.","\E\font[3]\f[18]\-[2]Okay, thank you, Onii-chan.",""
"\E少し休もうか。","","\ELet's take a short break.","\E\font[3]\f[18]\-[2]Let's take a short break.",""
"cg/training_f3.jpg","","","",""
"SE/decision24.mp3","","","",""
"\E喉の渇きが解消された！","","\EMy thirst has been quenched!","\E\font[3]\f[18]\-[2]Our thirst has been quenched!",""
"\Eこの辺で大冒険を切り上げるのか…？","","\EAre you going to end this grand adventure around here...?","\E\font[3]\f[18]\-[2]\EAre you going to end the grand adventure around here...?",""
"はい","","Yes","\font[3]\f[17]Yes",""
"いいえ","","No","\font[3]\f[17]No",""
"\Eそうだな、このくらいにしておこうか。","","\EWell, let's leave it at this.","\E\font[3]\f[18]\-[2]Yeah, let's leave it at this for now.",""
"終了処理","","","",""
"SE/[Effect]ZAZAZAZA_panop.ogg","","","",""
"\E中出ししても妊娠しなくなった！","","\EI can't get pregnant even if I have a creampie!","\E\font[3]\f[18]\-[2]Your sister can't get pregnant even if you cum inside
of her from now on!",""
"\E大冒険から帰還した。","","\EReturned from a great adventure.","\E\font[3]\f[18]\-[2]We have returned from the grand adventure.",""
"cg/bg_01_home_a.jpg","","","",""
"BGM/Be_yourself.ogg","","","",""
"サブメニュー表示","","","",""
"Picture/sub_button01.png","","","",""
"お知らせアイコン108","","","",""
"Picture/sub_button02.png","","","",""
"アイテムアイコン109","","","",""
"Picture/sub_button03.png","","","",""
"ステータスアイコン110","","","",""
"Picture/sub_button04.png","","","",""
"初回","","","",""
"背負う初回","","","",""
"イベント1","","","",""
"イベント2","","","",""
"イベント3","","","",""
"イベント4","","","",""
"イベント5","","","",""
"開始時進行度","","","",""
"終了時進行度","","","",""
