"Original Text","Initial","Machine translation","Better translation","Best translation"
"\E勇者の名に相応しい実力を持った災害級の強敵よ。
十分に備えて挑んでちょうだい。","","\EYou are a disaster-level formidable enemy worthy of the title of hero.
Please come prepared and face me.","",""
"\Eアザラ勇者の討伐でいい？","","\EIs it okay to defeat the Azara Hero?","",""
"\Eアザラ勇者の討伐の続きからでいい？","","\EIs it okay to continue from the defeat of the Azara Hero?","",""
"\Eあら、今日はやめておくの？","","\EOh, are we not doing it today?","",""
"依頼キャンセル","","","",""
"\Eただいまー。","","\EI'm back.","",""
"\Eおかえり！お兄ちゃん！
おつかれさま。","","\EWelcome back, big brother!
Good job.","",""
"\Eあ、あれ？
お兄ちゃん今日は早いんだね。","","\EAh, huh? 
Big brother, you're early today.","",""
"超大冒険","","","",""
"\Eやったー！久々のだいぼうけんだ！","","\EYay! It's been a while since our last big adventure!","",""
"\Eお出かけやめちゃうの…？","","\EAre you giving up on going out...?","",""
