"Original Text","Initial","Machine translation","Better translation","Best translation"
"\f[16]茂みから猿が駆けつけた！","","","\E\font[3]\f[15]\-[2]Monkeys rushed in from the bushes!",""
"仲間を呼ぶ","","","",""
"ゴリ回復","","","",""
"\f[16]…しかし誰も来なかった！","","","\E\font[3]\f[15]\-[2]...But nobody showed up!",""
"通常攻撃","","","",""
"SE/Knockdown.wav","","","",""
"BattleEffect/pipo-btleffect004.png","","","",""
"\f[16]\s[0]の攻撃！","","","\E\font[3]\f[15]\-[2]\s[0]'s attack!",""
"Picture/battle_member06a.png","","","",""
"SE/swing2.mp3","","","",""
"\f[16]\s[0]の攻撃を回避！","","","\E\font[3]\f[15]\-[2]Successfully dodged \s[0]'s attack!",""
"Picture/battle_member01b.png","","","",""
"Picture/battle_member06b.png","","","",""
"Picture/battle_member03b.png","","","",""
"Picture/battle_member02b.png","","","",""
"Picture/battle_member04b.png","","","",""
"献身スキル","","","",""
"<C>\c[18]\f[24]\E献身
","","","\font[3]\f[24]\-[2]\c[18]<C>\EDevotion",""
"Picture/battle_member02c.png","","","",""
"\f[12]□","","","",""
"\f[16]「わたしが守ります！」","","","\E\font[3]\f[15]\-[2]""I'll protect you""",""
"SE/magic-cure3.mp3","","","",""
"BattleEffect/warp_640.png","","","",""
"\f[16]ユイの献身で戦力が\cself[40]回復した！","","","\E\font[3]\f[15]\-[2]Yui's devotion restored \cself[40] points of our fighting strength!",""
"\c[3]\f[48]\E\cself[40]","","","\E\font[3]\f[48]\-[2]\c[3]\cself[40]",""
"SE/heal02.mp3","","","",""
"Picture/battle_member02a.png","","","",""
"反撃スキル","","","",""
"Picture/battle_member06d.png","","","",""
"SE/swing1.mp3","","","",""
"SE/arrow01.mp3","","","",""
"BattleEffect/[Attack]Slash01_panop.png","","","",""
"\f[16]ユカリの反撃！","","","\E\font[3]\f[15]\-[2]Yukari's counterattack!",""
"SE/sword-slash1.mp3","","","",""
"\f[16]クリティカル！\s[0]に\cself[15]のダメージ！","","","\E\font[3]\f[15]\-[2]Critical hit! 
Dealing \cself[15] points of damage to \s[0]!",""
"\f[16]\s[0]に\cself[15]のダメージ！","","","\E\font[3]\f[15]\-[2]Dealing \cself[15] points of damage to \s[0]!",""
"\c[14]\f[48]\E\cself[15]","","","\E\font[3]\f[48]\-[2]\c[14]\cself[15]",""
"Picture/battle_member01c.png","","","",""
"SE/sword-slash3.mp3","","","",""
"\f[16]お兄ちゃんの反撃！","","","\E\font[3]\f[15]\-[2]Onii-chan's counterattack!",""
"Picture/battle_member01a.png","","","",""
"ダウン判定","","","",""
"SE/glass_broken.mp3","","","",""
"<C>\c[18]\f[24]\Eブレイク！
\c[0]\f[18]\Eダウン発生

","","","\font[3]\f[24]\-[2]\c[18]<C>\EBreak
\c[0]\f[18]\EKnocked Down",""
"カナ","","","",""
"\c[14]\f[24]\Eダウン","","","\font[3]\f[24]\-[2]\c[14]\EDown",""
"SE/Damage.wav","","","",""
"ユイ","","","",""
"カスミ","","","",""
"敵の攻撃力","","","",""
"防御","","","",""
"ブロック","","","",""
"受けるダメージ","","","",""
"戦力","","","",""
"一時戦力","","","",""
"敵の回復量","","","",""
"一時変数","","","",""
"HP割合","","","",""
"回復量","","","",""
"戦力割合","","","",""
"変数A","","","",""
"一時変数B","","","",""
"お兄ちゃんの強靭","","","",""
"お兄ちゃんの防御","","","",""
"強靭補正1","","","",""
"強靭補正2","","","",""
"誰がダウンするか","","","",""
"一時変数C","","","",""
