"Original Text","Initial","Machine translation","Better translation","Best translation"
"\E我！奪処女！貫通！合体！交配！
交尾！交尾！交尾！","","\EMe! Virgin snatcher! Penetration! Fusion! Mating! 
Copulation! Copulation! Copulation!","\E\font[3]\f[18]\-[2]Me! Take Virgin! Penetrate! Unite! Mating!
Copulating! Copulating! Copulating!",""
"\Eは、発情しだしたぞ！？","","\EIt's starting to go into heat!?","\E\font[3]\f[18]\-[2]I-It's starting to go into heat!?",""
"\Eブルルヒヒィーーーーーーンッ！！","","\EBrrrrrrrrrrrrrrrrrrrrrrr","\E\font[3]\f[18]\-[2]Brrrruueeeeeeeehaaaawww!",""
"\Eく、くそ…。","","\EDamn it...","\E\font[3]\f[18]\-[2]F-Fuck...",""
"処理ジャンプ","","","",""
"\E撃退したか…。
性戦士…噂には聞いていたが…。","","\EDid we repel them...?
Sexual warrior... I've heard rumors about them...","\E\font[3]\f[18]\-[2]Did we fight it off...?
The Sex Warrior... I've heard rumors about them, but...",""
"\Eな、なんだかすごく疲れちゃったね…お兄ちゃん。
お家でゆっくりしよう。","","\EI feel really tired... Onii-chan.
Let's relax at home.","\E\font[3]\f[18]\-[2]I-I'm feeling really tired... Onii-chan. 
Let's just rest and take it easy at home.",""
"\Eだな。","","\EI see.","\E\font[3]\f[18]\-[2]Absolutely.",""
"cg/bg_25_road_a.jpg","","","",""
"\f[24]\E村外れ","","\f[24]\EVillage outskirts","\E\font[3]\f[24]\-[2]Village Outskirts",""
"cg/bg_08_ruins_a.jpg","","","",""
"\f[24]\Eメクア遺跡","","\f[24]\EMekua Ruins","\E\font[3]\f[24]\-[2]Mekua Ruins",""
"cg/bg_21_cave_a.jpg","","","",""
"\f[24]\E洞穴","","\f[24]\ECave","\E\font[3]\f[24]\-[2]Cave",""
"cg/bg_22_tower_a.jpg","","","",""
"\f[24]\E風の塔","","\f[24]\ETower of Wind","\E\font[3]\f[24]\-[2]Tower of Wind",""
"cg/bg_26_sea_a.jpg","","","",""
"\f[24]\Eメクア海岸","","\f[24]\EMekua Coast","\E\font[3]\f[24]\-[2]Mekua Coast",""
"cg/bg_10_prairie_a.jpg","","","",""
"\f[24]\Eメクア平原","","\f[24]\EMekua Plains","\E\font[3]\f[24]\-[2]Mekua Plains",""
"cg/bg_13_road_a.jpg","","","",""
"\f[24]\E街道","","\f[24]\EStreet","\E\font[3]\f[24]\-[2]Streets",""
"メニュー2","","","",""
"大冒険用の画面レイアウトを作ります","","","",""
"\c[2]\E\f[14]●渇き\c[0]\f[12]（行動消費+1）","","\c[2]\E\f[14]●Thirst\c[0]\f[12] (Action cost +1)","\E\c[2]\f[14]\-[2]●\font[3]Thirsty\c[0]\f[12](Stamina Uses +1)",""
"\c[2]\E\f[14]●難所\c[0]\f[12]（休憩不能区間）","","\c[2]\E\f[14]●Difficult Area\c[0]\f[12](No Rest Zone)","\E\c[2]\f[14]\-[2]●\font[3]Difficult Terrain\c[0]\f[12](Resting Disabled)",""
"\E\f[16]\v[335]/200","","","\E\font[3]\f[16]\-[2]\v[335]/200",""
"\E\f[16]\c[9]●●●","","","",""
"\E\f[16]\c[9]●●\c[0]○","","","",""
"\E\f[16]\c[9]●\c[0]○○","","","",""
"\E\f[16]○○○","","","",""
"\E\f[16]\v[337]/10","","\E\f[16]\v[337]/10","\E\font[3]\f[16]\-[2]\v[337]/10",""
"\c[14]休む\c[0]","","\c[14]Rest\c[0]","\font[3]\f[17]\c[14]Rest\c[0]",""
"休む","","Take a break.","\font[3]\f[17]Rest",""
"進む","","Move forward.","\font[3]\f[17]Advance",""
"背負う","","Carrying on one's back","\font[3]\f[17]Carry sister",""
"\cself[5]","","\cself[5]","\font[3]\f[17]\cself[5]",""
"\Eだいじょうぶか？","","\EAre you okay?","\E\font[3]\f[18]\-[2]Are you alright?",""
"\Eうん、へいきだよ。","","\EYeah, I'm okay.","\E\font[3]\f[18]\-[2]Yeah, I'm fine.",""
"\Eほら、お兄ちゃんがおぶってあげるから無理すんな。","","\ELook, I'll give you a piggyback ride, so don't push yourself.","\E\font[3]\f[18]\-[2]Hey, look, I'll carry you on my back, so don't force yourself.",""
"\Eん、ありがとうお兄ちゃん。","","\EHmm, thank you big brother.","\E\font[3]\f[18]\-[2]Okay, thank you, Onii-chan.",""
"\E少し休もうか。","","\ELet's take a short break.","\E\font[3]\f[18]\-[2]Let's take a short break.",""
"\Eうん。","","\EYeah.","\E\font[3]\f[18]\-[2]Yeah.",""
"cg/training_f3.jpg","","","",""
"SE/decision24.mp3","","","",""
"\E喉の渇きが解消された！","","\EMy thirst has been quenched!","\E\font[3]\f[18]\-[2]Our thirst has been quenched!",""
"\Eこの辺で大冒険を切り上げるのか…？","","\EAre you going to end this great adventure around here...?","\E\font[3]\f[18]\-[2]\EAre you going to end the grand adventure around here...?",""
"はい","","Yes","\font[3]\f[17]Yes",""
"いいえ","","No","\font[3]\f[17]No",""
"\Eそうだな、このくらいにしておこうか。","","\EWell, let's leave it at this.","\E\font[3]\f[18]\-[2]Yeah, let's leave it at this for now.",""
"終了処理","","","",""
"\Eこうして2度目の大冒険を無事に？終えた。","","\EThus, the second great adventure ended safely?","\E\font[3]\f[18]\-[2]And like that, we finished our second grand adventure without any problems(?).",""
"SE/[Effect]ZAZAZAZA_panop.ogg","","","",""
"\E大冒険から帰還した。","","\EReturned from a great adventure.","\E\font[3]\f[18]\-[2]We have returned from the grand adventure.",""
"cg/bg_01_home_a.jpg","","","",""
"BGM/Be_yourself.ogg","","","",""
"サブメニュー表示","","","",""
"Picture/sub_button01.png","","","",""
"お知らせアイコン108","","","",""
"Picture/sub_button02.png","","","",""
"アイテムアイコン109","","","",""
"Picture/sub_button03.png","","","",""
"ステータスアイコン110","","","",""
"Picture/sub_button04.png","","","",""
"超大冒険","","","",""
"初回","","","",""
"背負う初回","","","",""
"イベント1","","","",""
"イベント2","","","",""
"イベント3","","","",""
"イベント4","","","",""
"イベント5","","","",""
"開始時進行度","","","",""
"終了時進行度","","","",""
"勝敗","","","",""
