"Original Text","Initial","Machine translation","Better translation","Best translation"
"\E旅の途中いい感じの木陰で休息した。","","\EI took a rest in a nice shady spot during my journey.","\E\font[3]\f[18]\-[2]We took a rest in a nice secluded spot during our journey.",""
"回復の泉だ！","","","",""
"\E回復の泉だ！","","\EIt's a spring of recovery!","\E\font[3]\f[18]\-[2]It's a healing spring!",""
"\Eこれは…！道端で\c[7]コンドーム\c[0]を拾った！","","\EThis is...! I found a \c[7]condom\c[0] on the roadside!","\E\font[3]\f[18]\-[2]This is...! I picked up a \c[7]condom\c[0] on the side of the road!",""
"ボス弱体化","","","",""
"カスミ","","Kasumi","\font[3]\f[18]Kasumi",""
"\E同士！
…こ、ここに罠を仕掛けておきましょう！","","\EComrades! 
...L-Let's set a trap here!","\E\font[3]\f[18]\-[2]Comrades!
...L-Let's set up a trap here!
",""
"\Eボスが弱体化した！","","\EThe boss has been weakened!","\E\font[3]\f[18]\-[2]The boss has been weakened!",""
"補給物資","","","",""
"ユカリ","","Yukari","\font[3]\f[18]Yukari",""
"\Eみんなー。","","\EHey everyone.","\E\font[3]\f[18]\-[2]Everyone.",""
"\Eお弁当を差し入れてもらった…！
\c[7]休憩回数+1\c[0]","","\EI received a boxed lunch as a treat...!
\c[7]Number of breaks +1\c[0]","\E\font[3]\f[18]\-[2]We got a lunchbox from Yukari-san...! 
\c[7]+1 rest attempt\c[0]!",""
"宝箱","","","",""
"\E宝箱だ！","","\EIt's a treasure chest!","\E\font[3]\f[18]\-[2]It's a treasure chest!",""
"Picture/card0020.jpg","","","",""
"\Eおばけが現れた！","","\EA ghost appeared!","\E\font[3]\f[18]\-[2]Youkai has appeared!",""
"エンカウント","","","",""
"\E死神（見習い）が現れた！","","\EA shinigami (apprentice) has appeared!","\E\font[3]\f[18]\-[2]Shinigami has appeared!",""
"\Eゴーストが現れた！","","\EA ghost has appeared!","\E\font[3]\f[18]\-[2]Ghost has appeared!",""
"\E森の妖精が現れた！","","\EA forest fairy appeared!","\E\font[3]\f[18]\-[2]Forest Fairy has appeared!",""
"\E丘シャークが現れた！","","\EA hill shark has appeared!","\E\font[3]\f[18]\-[2]Hill Shark has appeared!",""
"\E荒野のアレが現れた！","","\EA wild thing appeared!","\E\font[3]\f[18]\-[2]Wild Thing has appeared!",""
"\E猫又が現れた！","","\ENekomata has appeared!","\E\font[3]\f[18]\-[2]Nekomata has appeared!",""
"\E眠り羊が現れた！","","\EA sleeping sheep has appeared!","\E\font[3]\f[18]\-[2]Sleeping Sheep has appeared!",""
"\Eボーバルバニーが現れた！","","\EBobal Bunny has appeared!","\E\font[3]\f[18]\-[2]Bobal Bunny has appeared!",""
"\E笹食ってる場合じゃねえが現れた！","","\ESomeone appeared when I was eating bamboo leaves!","\E\font[3]\f[18]\-[2]Not Bamboos has appeared!",""
"\E野生の農夫が現れた！","","\EA wild farmer appeared!","\E\font[3]\f[18]\-[2]Wild Farmer has appeared!",""
"\E厄介なタヌキが現れた！","","\EA troublesome raccoon dog has appeared!","\E\font[3]\f[18]\-[2]Troublesome Raccoon Dog has appeared!",""
"\Eウリボウが突進してくる！","","\EUribou is charging towards you!","\E\font[3]\f[18]\-[2]Wild Boar is charging towards us!",""
"強い日差し","","","",""
"\E強い日差しに体力を奪われる…。","","\EI'm drained of energy by the intense sunlight...","\E\font[3]\f[18]\-[2]The intense sunlight is draining our energy...",""
"SE/button24.mp3","","","",""
"\E喉が渇いてしまった…。","","\EI'm so thirsty...","\E\font[3]\f[18]\-[2]We're getting thirsty...",""
"おしっこ","","","",""
"\Eカナが催した。","","\EKana hosted it.","\E\font[3]\f[18]\-[2]Kana couldn't hold it in.",""
"\Eユイが催した。","","\EYui hosted it.","\E\font[3]\f[18]\-[2]Yui couldn't hold it in.",""
"\E落とし物をしたらしい…来た道を戻った。","","\EIt seems like they dropped something... They went back the way they came.","\E\font[3]\f[18]\-[2]I think I dropped something... I'm retracing my steps.",""
"足場が悪い…","","","",""
"\Eこの先は足場が悪そうだ…。","","\EThe footing ahead looks precarious...","\E\font[3]\f[18]\-[2]The path ahead seems treacherous...",""
"\E難所を抜けるまで休憩出来なさそうだ…。","","\EIt doesn't seem like we can take a break until we pass this difficult place...","\E\font[3]\f[18]\-[2]It seems unlikely that we'll be able to rest until 
we make it through this challenging part...",""
"ムズムズ","","","",""
"\Eなんだかお尻がムズムズする…。","","\EMy butt feels itchy for some reason...","\E\font[3]\f[18]\-[2]My butt feels itchy for some reason...",""
"グレムリン","","","",""
"\Eうおっ！メタルだ！！！！！","","\EWhoa! It's a Metal!!!","\E\font[3]\f[18]\-[2]Whoa! It's metal!!!!",""
"\E…倒した！","","\E...I defeated it!","\E\font[3]\f[18]\-[2]...We defeated it!",""
"SE/[Effect]ZAZAZAZA_panop.ogg","","","",""
"\E…が逃げられた。","","\E...escaped.","\E\font[3]\f[18]\-[2]...It got away.",""
"\Eグレムリンに食料を台無しにされた…。
\c[7]休憩回数-1\c[0]","","\EMy food was ruined by a gremlin...
\c[7]Number of breaks -1\c[0]","\E\font[3]\f[18]\-[2]Gremlins ruined our food...
\c[7]-1 rest attempt\c[0]!",""
"ちかみち","","","",""
"\E確かこの先を曲がれば近道なはず…","","\EI'm sure if we turn here, it should be a shortcut...","\E\font[3]\f[18]\-[2]If I remember correctly, taking a turn ahead should be a shortcut...",""
"近道を行く","","Take a shortcut.","\font[3]\f[17]Take a shortcut",""
"行かない","","Not going.","\font[3]\f[17]Go normally",""
"Picture/card0054.jpg","","","",""
"Picture/card0053.jpg","","","",""
"\E道に迷ってしまった…。","","\EI got lost...","\E\font[3]\f[18]\-[2]We got lost...",""
"Picture/card0056.jpg","","","",""
"\E近道でだいぶ先までこれた！","","\EI was able to come quite far ahead by taking a shortcut!","\E\font[3]\f[18]\-[2]We were able to come quite far ahead by taking a shortcut!",""
"\E一行は堅実に先を目指す…","","\EOne line aims steadily ahead...","\E\font[3]\f[18]\-[2]Our party continued to advance steadily...",""
"立往生","","","",""
"\Eこの先で荷車が立ち往生してしまったらしい…。","","\EIt seems that a cart has gotten stuck ahead...","\E\font[3]\f[18]\-[2]Looks like there's a cart that has gotten stuck ahead...",""
"手伝う","","Helping","\font[3]\f[17]Lend a hand",""
"先を急ぐ","","Hurry up","\font[3]\f[17]Hurry and go past it",""
"\Eお礼の食べ物を貰った…！
\c[7]休憩回数+1\c[0]","","\EReceived a thank-you food...!
\c[7]Number of breaks +1\c[0]","\E\font[3]\f[18]\-[2]We got some food as a token of gratitude...! 
\c[7]+1 rest attempt\c[0]!",""
"\E謝礼を頂いてしまった！\c[7]\cself[13]\c[0]Gを手に入れた！","","\EI received a reward! \c[7]\cself[13]\c[0]I obtained G!","\E\font[3]\f[18]\-[2]We received a token of gratitude! \c[7]\cself[13]G obtained\c[0]!",""
"Picture/card0050.jpg","","","",""
"Picture/card0055.jpg","","","",""
"\E一行は先を急ぐ…。","","\EOne line hurries ahead...","\E\font[3]\f[18]\-[2]Our party hurried ahead...",""
"襲われ","","","",""
"\E絶体絶命の場面だ！","","","\E\font[3]\f[18]\-[2]It's a life-or-death situation!",""
"助ける","","","\font[3]\f[17]Help them",""
"\E覚悟しろ悪党！","","","\E\font[3]\f[18]\-[2]Prepare yourself, scoundrel!",""
"Picture/card0023.jpg","","","",""
"村娘","","Village girl","\font[3]\f[18]Village Girl",""
"\Eありがとうございます！ぜひこれを…","","\EThank you very much! Please take this...","\E\font[3]\f[18]\-[2]Thank you very much! Please take this...",""
"\Eなんとか逃げ出した…。","","\EI managed to escape somehow...","\E\font[3]\f[18]\-[2]We managed to escape somehow...",""
"\Eいやっ…！いやぁぁ……。","","\ENo...! Noooo....","\E\font[3]\f[18]\-[2]No...! Noooo....",""
"\E後ろ髪引かれつつ先を急ぐ…。","","\EHastily moving forward while being pulled by the hair from behind...","\E\font[3]\f[18]\-[2]Quickly moving forward while reluctantly leaving something behind...",""
"行き倒れ","","","",""
"行商人","","Traveling merchant","\font[3]\f[18]Traveling Merchant",""
"\Eだ、誰か…食べ物を…。","","\ESomeone... food...","\E\font[3]\f[18]\-[2]Someone... need food...",""
"助ける　休憩回数-1","","Help Rest Count -1","\font[3]\f[17]Give food (-1 rest attempt)",""
"\Eありがとうございます…この御恩は決して忘れません…！","","\EThank you very much... I will never forget this kindness...!","\E\font[3]\f[18]\-[2]Thank you very much... I will never forget this kindness...!",""
"\E……ぐふっ。","","\E...Oof.","\E\font[3]\f[18]\-[2]....Nom.",""
"討伐","","","",""
"\Eどうかお願いです…村を脅かすあいつを退治してください…！","","\EPlease... I beg you... Please defeat the one threatening the village...!","\E\font[3]\f[18]\-[2]Please, I beg of you... Please eliminate the one threatening our village...!",""
"\E任せろ！","","\ELeave it to me!","\E\font[3]\f[18]\-[2]Leave it to us!",""
"Picture/card0024.jpg","","","",""
"\E普通に負けた…。","","\EI lost fair and square...","\E\font[3]\f[18]\-[2]We lost fair and square...",""
"\Eそんな…。","","\EOh no...","\E\font[3]\f[18]\-[2]You've got to be kidding me...",""
"敵強化","","","",""
"？？？","","???","\font[3]\f[18]???",""
"\Eグゥォォォオオオォォォ！
何者かのほう哮が響き渡る…","","\EGwooooooo! 
A roar from someone echoes...","\E\font[3]\f[18]\-[2]Gwooooooo!
The roar of an unknown entity echoes...",""
"\Eボスが強化された！","","\EThe boss has been strengthened!","\E\font[3]\f[18]\-[2]The boss has been strengthened!",""
"ボールを取って","","","",""
"水着少女","","Swimsuit girl","\font[3]\f[18]Swimsuit Girl",""
"\Eすいませーん！
ボール取ってくれますかー？","","\EExcuse me! 
Could you please get the ball for me?","\E\font[3]\f[18]\-[2]Excuse me! 
Could you please get the ball for me?",""
"取ってあげる","","I will give it to you.","\font[3]\f[17]Get the ball",""
"\Eありがとうございます！","","\EThank you very much!","\E\font[3]\f[18]\-[2]Thank you very much!",""
"\Eなんかやる気が上がった！","","\EI feel motivated for some reason!","\E\font[3]\f[18]\-[2]I feel motivated for some reason!",""
"Picture/card0010.jpg","","","",""
"\Eざんねん！
それは私のタマタマだ！","","\EToo bad!
That's my Tamatama!","\E\font[3]\f[18]\-[2]What a shame! 
That is my ball-ball!",""
"\E…とりあえず撃退した！","","\E...For now, we repelled them!","\E\font[3]\f[18]\-[2]...We fought it off at least!",""
"Picture/card0040.jpg","","","",""
"\Eなんとボールは暴れひよこ牛だった！","","\EThe ball turned out to be a wild chick cow!","\E\font[3]\f[18]\-[2]The ball turned out to be a wild chick-cow!",""
"\E……。","","\E......","\E\font[3]\f[18]\-[2]......",""
"\E一行は先を急ぐ。","","\EOne line hurries ahead.","\E\font[3]\f[18]\-[2]Our party hurried ahead.",""
"\E影が現れた！","","\EA shadow appeared!","\E\font[3]\f[18]\-[2]\EShadow has appeared!",""
"背負う","","","",""
"OFF","","","",""
"ON","","","",""
"実行イベント","","","",""
"イベント群","","","",""
"変動変数","","","",""
"乱数","","","",""
"回復の泉","","","",""
